Title,Subtitle,Authors,Illustrators,Publishers,Publish Date,Pages,ISBN,EAN,ASIN,Genres,Languages,Dewey Decimal,LoC Call Number,Rating,Read,Condition,Location,Notes,Buy Price,Purchase Date,Cover Image URL,URL,UUID
Doctor Who and the Invisible Enemy,,Terrance Dicks,,Dr Who,1979-03-01,112,0426200543,9780426200543,0426200543,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51MjzG%2BZyoL.jpg,,4DCE1411-8A8A-499F-B6CE-31835CE13E8E
Doctor Who and the Planet of the Daleks,,Terrance Dicks,,Dr Who,1977-06-30,125,0426112520,9780426112525,0426112520,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/51eYKuOacaL.jpg,,988FFBF9-E690-4B85-87F3-C36C83034F07
Doctor Who and the Planet of the Daleks,,Terrance Dicks,,Carol Pub Group,1983-04-30,125,0426112520,9780426112525,0426112520,"Literature & Fiction
Science Fiction & Fantasy","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51eYKuOacaL.jpg,,92FD4EC5-B069-4F98-BF92-E6AA8CFB6BBA
Doctor Who and the Planet of the Daleks,,Terrance Dicks,,Dr Who,1977-06-30,125,0426112520,9780426112525,0426112520,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51eYKuOacaL.jpg,,A7E47620-C262-4911-86C0-E05B04939F1D
Doctor Who and the Ribos Operation,,Ian Marter,,Dr Who,1979-12-01,144,0426200926,9780426200925,0426200926,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/514izRnDGLL.jpg,,2292FC8D-3518-4470-88F4-155E9A98C2E5
Doctor Who and the Ribos Operation,,Ian Marter,,Dr Who,1979-12-01,144,0426200926,9780426200925,0426200926,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/514izRnDGLL.jpg,,A3BFC03A-C78D-410D-ADE2-C73EE8438BE0
Doctor Who and the Sontaran Experiment,,Ian Marter,,Dr Who,1978-12-01,128,0426200497,9780426200499,0426200497,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,C49DD6A3-E88A-4A8F-9438-701D56005550
Doctor Who and the Sontaran Experiment,,Ian Marter,,Dr Who,1978-12-01,128,0426200497,9780426200499,0426200497,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,3547818B-5AF4-4DCA-941A-F2868DB06E1F
Doctor Who and the Tomb of the Cybermen,,Gerry Davis,,Dr Who,1979-09-30,128,0426110765,9780426110767,0426110765,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/21u3p4FbrOL.jpg,,1C2ACEDA-4ADA-4B53-9ABE-C8336F931726
Doctor Who and the Tomb of the Cybermen,,Gerry Davis,,Dr Who,1979-09-30,128,0426110765,9780426110767,0426110765,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/21u3p4FbrOL.jpg,,CB7E7105-61E5-4BBA-AA23-0668DA3863DE
Doctor Who-Battlefield,(Target Doctor Who Library),Ben Aaronavitch,,Dr Who,1991-07-17,172,042620350X,9780426203506,042620350X,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41eZJ-accGL.jpg,,BC4B9E4D-AC99-446A-AB9C-92EDFFA7B0A2
Doctor Who-Battlefield,(Target Doctor Who Library),Ben Aaronavitch,,Dr Who,1991-07-17,172,042620350X,9780426203506,042620350X,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41eZJ-accGL.jpg,,F28CDB81-A903-4D95-AE4F-4BD831B96CF2
Doctor Who-Ghost Light,,Marc Platt,,Dr Who,1990-09-30,160,0426203518,9780426203513,0426203518,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,EBDAA32D-98A8-4A2D-9B35-7A35D8CC5050
Doctor Who-Ghost Light,,Marc Platt,,Dr Who,1990-09-30,160,0426203518,9780426203513,0426203518,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,48C62320-377F-4AA6-9E0C-1790BACDCFCC
Doctor Who-Logopolis,(A Target book),Christopher H. Bidmead,,Dr Who,1982-10-20,128,0426201493,9780426201496,0426201493,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/51tjF4WAsgL.jpg,,7AC4A0B4-6B6E-4662-91DD-5BC03E424047
Doctor Who-Logopolis,(A Target book),Christopher H. Bidmead,,Dr Who,1982-10-20,128,0426201493,9780426201496,0426201493,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51tjF4WAsgL.jpg,,99CCE9AB-A90D-4562-A74A-C8D1F2A70E85
Doctor Who-Survival,,Rona Munro,,Dr Who,1990-09-30,136,0426203526,9780426203520,0426203526,"Children's Books
Science Fiction
Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41lvnEXldNL.jpg,,D67B8BA3-A037-4414-B58C-F99DF740D454
Doctor Who-Survival,,Rona Munro,,Dr Who,1990-09-30,136,0426203526,9780426203520,0426203526,"Children's Books
Science Fiction
Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41lvnEXldNL.jpg,,75D3EAFE-874C-4239-8A5E-D5AE02E2954A
Doctor Who-The Chase,(Target Doctor Who Library),John Peel,,Dr Who,1989-07-19,144,0426203364,9780426203360,0426203364,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,818E48CA-4189-4FCF-9EAE-F3E5CED4418D
Doctor Who-The Chase,(Target Doctor Who Library),John Peel,,Dr Who,1989-07-19,144,0426203364,9780426203360,0426203364,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,DE647BF0-6124-4979-A122-A2A7CE9EDE03
Doctor Who-The Daleks: Script,(Doctor Who: The Scripts),"Terry Nation
John McElroy",,Titan Books Ltd,1989-12-12,176,1852861452,9781852861452,1852861452,"Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41LpVGQpdOL.jpg,,77D8FF8F-5505-4503-8AA2-1CED72ED792C
Doctor Who-The Daleks: Script,(Doctor Who: The Scripts),"Terry Nation
John McElroy",,Titan Books Ltd,1989-12-12,176,1852861452,9781852861452,1852861452,"Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41LpVGQpdOL.jpg,,E4E7AE53-493D-4751-9CBA-5886FD55BCEB
Doctor Who-The Five Doctors,(A Target book),Terrance Dicks,,Dr Who,1983-11-24,128,0426195108,9780426195108,0426195108,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/51kvyoxAw4L.jpg,,29A6D5C3-44B1-4D72-A761-CF9117BDE596
Doctor Who-The Five Doctors,(A Target book),Terrance Dicks,,Dr Who,1983-11-24,128,0426195108,9780426195108,0426195108,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51kvyoxAw4L.jpg,,69DD99B7-030C-4453-873B-26DDB36850B6
Doctor Who-The Invasion,(Doctor Who Library),Ian Marter,,Dr Who,1985-10-09,168,0426201698,9780426201694,0426201698,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,F6F2ECA4-7410-4770-A15D-EA03A8D76AB7
Doctor Who-The Invasion,(Doctor Who Library),Ian Marter,,Dr Who,1985-10-09,168,0426201698,9780426201694,0426201698,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,F39B56DC-FD36-4014-9C4B-51E78CBC8120
Doctor Who-The King's Demon,(Doctor Who Library),Terence Dudley,,Dr Who,1986-07-09,160,0426202279,9780426202271,0426202279,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/51QGS7D%2BOrL.jpg,,3D56DA93-E561-47E9-AF0E-BFAB1EB67A48
Doctor Who-The King's Demon,(Doctor Who Library),Terence Dudley,,Dr Who,1986-07-09,160,0426202279,9780426202271,0426202279,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51QGS7D%2BOrL.jpg,,B5E3429F-8D81-4B4C-90E8-74603782E8C9
Doctor Who-The Tomb of the Cybermen: Script,(Doctor Who: The Scripts),"Gerry Davis
Kit Pedler
John McElroy",,Titan Books Ltd,1989-07-31,128,1852861460,9781852861469,1852861460,"Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41BjCZNo0eL.jpg,,940A229F-1582-45CB-900D-0ECC6A0C3F4B
Doctor Who-The Tomb of the Cybermen: Script,(Doctor Who: The Scripts),"Gerry Davis
Kit Pedler
John McElroy",,Titan Books Ltd,1989-07-31,128,1852861460,9781852861469,1852861460,"Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41BjCZNo0eL.jpg,,EC96BC14-3AA8-414E-B710-980355B381C6
Doctor Who-The Two Doctors,(Doctor Who library),Robert Holmes,,Dr Who,1985-12-05,144,0426202015,9780426202011,0426202015,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/31fkxqsk0zL.jpg,,52B7C34C-A26D-41CC-B41A-1F6EB770B03C
Doctor Who-The Two Doctors,(Doctor Who library),Robert Holmes,,Dr Who,1985-12-05,144,0426202015,9780426202011,0426202015,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/31fkxqsk0zL.jpg,,E9A44A52-A918-4BAA-86DE-15AD0FD2AEE1
Doctor Who-Warriors of the Deep,,Terrance Dicks,,Dr Who,1984-08-15,128,0426195612,9780426195610,0426195612,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/51EzAZg4geL.jpg,,031FC240-D092-43DA-9EB6-A1B096005600
Doctor Who-Warriors of the Deep,,Terrance Dicks,,Dr Who,1984-08-15,128,0426195612,9780426195610,0426195612,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/51EzAZg4geL.jpg,,6A16C85F-CE1F-4D6B-8BB3-D654E485E2EE
Harry Sullivan's War,(The Companions of Doctor Who),Ian Marter,,W. H. Allen & Co. / Target Books,1986-09-10,144,0426202503,9780426202509,0426202503,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,22B0146A-7D7C-4D36-8803-3C0CAF1FF338
Harry Sullivan's War,(The Companions of Doctor Who),Ian Marter,,W. H. Allen & Co. / Target Books,1986-09-10,144,0426202503,9780426202509,0426202503,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,7DBB9778-403A-4D7E-AE09-E4DD4511D55E
Silver Nemesis,,Kevin Clarke,,Dr Who,1989-11-16,138,0426203402,9780426203407,0426203402,Science Fiction,"English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,E066966C-4BD1-4280-9C1E-6872B52361FB
Silver Nemesis,,Kevin Clarke,,Dr Who,1989-11-16,138,0426203402,9780426203407,0426203402,Science Fiction,"English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,2B1C09E4-1927-4150-BA25-DC75B9D3A1E1
The Curse of Fenric,"(Doctor Who, 151)",Ian Briggs,,W. H. Allen,1990-12-01,144,0426203488,9780426203483,0426203488,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41h-tCcLbGL.jpg,,D6FE6612-8608-49A2-98DA-086BE7D183B5
The Curse of Fenric,"(Doctor Who, 151)",Ian Briggs,,W. H. Allen,1990-12-01,144,0426203488,9780426203483,0426203488,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41h-tCcLbGL.jpg,,2842A0AA-D209-44F3-8BF8-765ACD909E3C
The Doctor Who Quiz Book,(A target book),Nigel Robinson,,TBS The Book Service Ltd,1981-12-10,144,0426201434,9780426201434,0426201434,Science Fiction,"English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,,,D1979426-8832-49E2-9C54-BF736310FD5F
The Doctor Who Quiz Book,,Nigel Robinson,,In-Print Group,1981-06-02,128,0426201434,9780426201434,0426201434,"Literature & Fiction
Science Fiction & Fantasy","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,6A2EAB75-CD3F-40AE-925E-A7DADEE00BEF
The Doctor Who Quiz Book,(A target book),Nigel Robinson,,TBS The Book Service Ltd,1981-12-10,144,0426201434,9780426201434,0426201434,Science Fiction,"English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,,,14A5AAC7-3341-4587-B4ED-F32C0A5F5D2F
"The Making of ""Doctor Who""",,"Terrance Dicks
Malcolm Hulke",,Target,1980-07-31,128,0426116151,9780426116158,0426116151,"Children's Books
Music, Stage & Screen
Society, Politics & Philosophy","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41q4-hF5FdL.jpg,,AC9AE0B2-C91F-4B6D-99D6-FF603570AB4C
"The Making of ""Doctor Who""",,"Terrance Dicks
Malcolm Hulke",,Target,1980-07-31,128,0426116151,9780426116158,0426116151,"Children's Books
Music, Stage & Screen
Society, Politics & Philosophy","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41q4-hF5FdL.jpg,,0E30322B-012C-47E6-B51F-96AD639785E0
Timewyrm: Apocalypse,(New Doctor Who Adventures),Nigel Robinson,,Dr Who,1991-10-16,208,0426203593,9780426203599,0426203593,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/518Q7G91XGL.jpg,,E2CABECF-2BDD-4B75-A386-9ADD6E70E0EE
Timewyrm: Apocalypse,(New Doctor Who Adventures),Nigel Robinson,,Dr Who,1991-10-16,208,0426203593,9780426203599,0426203593,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/518Q7G91XGL.jpg,,95D036EC-EC38-4476-B0A2-42443FC9BBF0
Timewyrm: Exodus,(The New Doctor Who Adventures),Terrance Dicks,,Dr Who,1991-08-14,240,0426203577,9780426203575,0426203577,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41022MAPWDL.jpg,,4734675F-2814-4BF0-9578-4EDD5CDD9BB4
Timewyrm: Exodus,(The New Doctor Who Adventures),Terrance Dicks,,Dr Who,1991-08-14,240,0426203577,9780426203575,0426203577,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41022MAPWDL.jpg,,AA64B9A5-E477-4629-B682-880D6B65C4B6
Timewyrm: Genesys,(New Doctor Who Adventures),John Peel,,Dr Who,1991-06-19,230,0426203550,9780426203551,0426203550,"Children's Books
Science Fiction
Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/411CK5H9FML.jpg,,5BFD76EF-E749-47DC-8957-6D7A9260EF79
Timewyrm: Genesys,(New Doctor Who Adventures),John Peel,,Dr Who,1991-06-19,230,0426203550,9780426203551,0426203550,"Children's Books
Science Fiction
Music, Stage & Screen","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/411CK5H9FML.jpg,,E33D69A3-C1A5-42FE-8EEB-B34407FD99E4
Timewyrm: Revelation,(New Doctor Who Adventures),Paul Cornell,,Dr Who,1991-12-05,224,0426203607,9780426203605,0426203607,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,2013-12-15,http://ecx.images-amazon.com/images/I/41FM71Q1SQL.jpg,,ABFE4219-5611-426E-9489-EC9C6A17CFCE
Timewyrm: Revelation,(New Doctor Who Adventures),Paul Cornell,,Dr Who,1991-12-05,224,0426203607,9780426203605,0426203607,"Children's Books
Science Fiction","English (Unknown)
English (Original Language)
English (Published)",,,0.0,No,,,,,,http://ecx.images-amazon.com/images/I/41FM71Q1SQL.jpg,,3495349E-FD18-44E9-B85D-9330051CD821
